Id,SalePrice
1461,119562.47750184087
1462,167802.5534346548
1463,183691.51899385906
1464,197708.24406823213
1465,198365.91321045478
1466,170145.6053092568
1467,171757.78823197595
1468,161739.3507500534
1469,185095.00294789104
1470,115386.00166141623
1471,189962.54976825198
1472,93867.95709245531
1473,94422.70592595317
1474,144846.0816777618
1475,104709.69272806204
1476,350392.1302025817
1477,264647.38198489667
1478,293089.1951979068
1479,293555.19068412593
1480,476374.7333629514
1481,330714.995028981
1482,217646.6365695312
1483,177525.92089310446
1484,159634.8269647528
1485,191421.41028505255
1486,190557.68142217782
1487,324555.82937164244
1488,218026.8969795609
1489,195769.4500519663
1490,245467.15606533652
1491,196536.90243401862
1492,93859.18008808502
1493,189805.56743635883
1494,311853.37542124867
1495,288857.880634461
1496,234113.49774917183
1497,173590.35359046675
1498,184384.97813215113
1499,157389.71242366702
1500,156505.53846311898
1501,178010.11119496168
1502,141744.87704504994
1503,309385.7724134332
1504,237892.3212046943
1505,224378.53339558598
1506,193964.7659147458
1507,258306.87228747856
1508,206233.24336789735
1509,159350.69142566322
1510,146763.50670149454
1511,168356.02751661508
1512,174680.9491520284
1513,144847.1527020146
1514,156904.88981543377
1515,184982.87281869422
1516,148556.02683015872
1517,170173.50237349633
1518,132311.10648330656
1519,211991.707949944
1520,128121.28780830566
1521,133357.3770637704
1522,178052.0835159796
1523,109778.08599249704
1524,117016.16458496195
1525,120840.27717549811
1526,112317.7731810299
1527,104863.41074954002
1528,125036.3900243664
1529,152613.42520977432
1530,183896.27926149676
1531,105211.62058297703
1532,96289.73962392435
1533,168566.2191552161
1534,119177.85295788028
1535,145598.38442144156
1536,103540.68653895738
1537,68385.9595836319
1538,147019.96567832105
1539,171681.6400960698
1540,91102.75890018494
1541,137554.18171759456
1542,170874.93847614806
1543,195060.5194907636
1544,89853.55262489214
1545,115457.88865746045
1546,138429.87629590888
1547,137990.49111388277
1548,137949.21145181177
1549,122553.0067149042
1550,137661.57522252368
1551,104691.89296868711
1552,139849.09764600795
1553,140437.51114576068
1554,111819.14699456887
1555,172989.49074857635
1556,78818.68750149217
1557,112525.1028902533
1558,99789.08274251751
1559,57248.82174756787
1560,140228.78689171857
1561,124969.55519815785
1562,130797.69251608186
1563,118715.92506447564
1564,154392.31242635814
1565,148468.1545961855
1566,229545.9241412007
1567,75422.2337233578
1568,243494.3688063095
1569,137552.2489882164
1570,134336.24477946886
1571,117296.89880266285
1572,138491.11739582574
1573,143081.75733079182
1574,130875.04050879795
1575,213013.4396286168
1576,239611.8340898257
1577,180765.58812968654
1578,129828.97253525385
1579,155635.96282517604
1580,196483.32453838462
1581,153727.27996860974
1582,124096.91459739507
1583,309272.53399415466
1584,216294.01464050956
1585,135144.43031105815
1586,70876.03670376317
1587,96274.4711683019
1588,151342.04205307836
1589,99239.19822041676
1590,130770.12995238343
1591,91189.51164695708
1592,115884.96198137503
1593,125981.55285351667
1594,142231.6010505571
1595,112461.1938040801
1596,214968.91884838938
1597,196225.0652270349
1598,238290.32717127254
1599,163894.15606755568
1600,160068.51694611536
1601,72102.51853073847
1602,113644.80855635012
1603,64001.18437316798
1604,261673.2011051156
1605,240895.32287570968
1606,165438.41708138486
1607,175902.63161435619
1608,221315.06162447235
1609,182826.86083794895
1610,157790.25178422433
1611,143364.63953956185
1612,175820.36269458552
1613,168464.70344641322
1614,116523.09682887842
1615,87887.29190325574
1616,77583.91393923036
1617,91468.1072537679
1618,127275.37535363564
1619,139281.25612584766
1620,170333.48245884856
1621,139661.46140695017
1622,136735.88398805368
1623,254455.81933511465
1624,217147.18599072445
1625,116338.98499053
1626,172493.98214952086
1627,194929.4424575622
1628,266029.473355513
