Id,SalePrice
1461,121863.11479449016
1462,150995.77562550572
1463,173785.91388940136
1464,203670.98448862415
1465,193955.34091837355
1466,168573.5299125465
1467,183865.03030500282
1468,166075.11196374055
1469,199812.57828738028
1470,101457.68646497047
1471,206215.01648022048
1472,104562.72297933465
1473,87346.68069413677
1474,143299.8450039751
1475,118141.34732987778
1476,310362.38247541175
1477,240676.2360423929
1478,292306.8757249473
1479,270993.6386342221
1480,394199.77483522345
1481,282187.8366957221
1482,221913.0507307558
1483,170855.066363184
1484,171216.14320835168
1485,203237.08522996888
1486,214689.68740778696
1487,299412.81787549076
1488,252899.1086073725
1489,194292.00409160415
1490,236575.71322403755
1491,203168.4392482955
1492,88207.23045078386
1493,207888.18195087998
1494,275569.9095756931
1495,266898.273687016
1496,237466.27437854256
1497,179469.56937801954
1498,166751.6237741881
1499,163315.21665977524
1500,151188.53990546707
1501,181223.53013032954
1502,151149.09569489118
1503,287236.21103855455
1504,244440.54291700572
1505,226638.7606480196
1506,180737.92379473033
1507,245458.09164308966
1508,197291.26130969403
1509,146384.56459001754
1510,127001.39802485588
1511,136381.64165720646
1512,170293.8646176986
1513,144225.5914228605
1514,133062.74741196004
1515,206508.26980227302
1516,156605.70303702867
1517,170198.99019106315
1518,106580.33961314708
1519,230461.73434000555
1520,119852.13329565502
1521,122184.74897530489
1522,193886.3341265861
1523,84851.99667720194
1524,116926.65187823283
1525,96177.42190349987
1526,76871.74550256087
1527,91877.93069420359
1528,142427.4448286381
1529,128734.13805502863
1530,214044.9409131389
1531,133818.9028619316
1532,111481.5453621929
1533,153601.9570782194
1534,131998.7840842451
1535,157060.08227220504
1536,96849.26581417304
1537,38522.6576838959
1538,178458.98285126803
1539,229827.4057807636
1540,99715.91593638784
1541,148939.05482810037
1542,134623.8283808073
1543,197407.05584573047
1544,75484.96377406386
1545,128198.78767799283
1546,146633.83770731906
1547,139451.17931117862
1548,144139.6261741079
1549,125088.46021487005
1550,128743.42790431064
1551,131610.3854711377
1552,125310.23265200108
1553,167127.12764198985
1554,122208.73512245691
1555,148628.68723331555
1556,78821.89426821377
1557,83164.61540265079
1558,101693.57956193155
1559,65856.54782710527
1560,128551.66222635587
1561,96828.18617539713
1562,122727.73683562898
1563,116365.63329630019
1564,151896.55781076872
1565,133356.67977542896
1566,251937.52450636425
1567,54397.49140380812
1568,222885.54094386823
1569,99144.14881706517
1570,148382.02069731755
1571,109499.02511921106
1572,141476.60396089498
1573,259413.8112121285
1574,114867.01844487223
1575,239156.02690415503
1576,245801.80880737398
1577,193841.98408035003
1578,139109.56228380697
1579,131188.64601967903
1580,196829.62994149653
1581,154287.88933711848
1582,115067.75058223726
1583,299367.3716554467
1584,228988.34034302365
1585,152442.20393800153
1586,43778.59296739474
1587,102494.95789310616
1588,144709.8997611762
1589,98656.65063621779
1590,129690.19049098156
1591,75925.6182694193
1592,129132.22154221009
1593,131317.55212507164
1594,140137.0447835934
1595,108514.28128220979
1596,216096.54348157975
1597,160233.8253070223
1598,198265.43220983748
1599,204571.5316634348
1600,184903.11997732054
1601,31682.102864536224
1602,139733.9405815492
1603,73431.50621699449
1604,276021.7956169741
1605,246664.54647068516
1606,159394.90527029475
1607,161230.10343313497
1608,211458.272094168
1609,191763.99164630123
1610,141889.02143921633
1611,131811.63920207834
1612,163269.02971146978
1613,167399.2776326395
1614,133079.8518498754
1615,79032.53069626074
1616,52790.95930735953
1617,70946.76274512382
1618,116265.96629866073
1619,142152.89047305798
1620,155265.36830448871
1621,129082.19872147893
1622,130058.35971382353
1623,266429.7751773
1624,215956.23664482497
1625,123340.30693963729
1626,175962.85418101912
1627,188303.8853959001
1628,286219.4925816632
1629,183549.67482915195
1630,325546.9312208041
1631,207148.17414865573
1632,225197.02623241162
1633,190167.06024937448
1634,187127.11883860035
1635,176275.7624218322
1636,152755.43485917896
1637,184914.0073799123
1638,201639.54584341007
1639,185130.3238036998
1640,248253.51101453416
1641,184453.87745437422
1642,237815.4610847435
1643,228473.33421276766
1644,243528.35280810646
1645,214814.58735138364
1646,161645.99422481563
1647,162276.38890212588
1648,115520.24043825315
1649,124634.88403905067
1650,104889.64668167243
1651,103487.13245495781
1652,101849.20427285857
1653,105746.09384800005
1654,137223.69179878477
1655,142805.51464347937
1656,130100.9797990236
1657,137347.2604136006
1658,142661.50723485416
1659,128474.27260320913
1660,154804.02483943012
1661,368831.7160192145
1662,336271.20424249326
1663,335601.3993767642
1664,411568.15390083124
1665,287523.2304995479
1666,302003.9558078414
1667,320666.43238444277
1668,318862.7606803281
1669,300398.8817545292
1670,317294.0478251872
1671,259333.75910467026
1672,365856.7700869568
1673,277935.00296524074
1674,255261.32861370128
1675,200107.55338694178
1676,207014.94400297874
1677,213122.77434838284
1678,405328.8647128298
1679,325632.5175932024
1680,302247.7460376029
1681,255305.23935419996
1682,281033.3403814852
1683,190661.8101000106
1684,199324.86615932686
1685,189895.898313483
1686,185284.4078317061
1687,197285.6889424224
1688,211519.88702414162
1689,216454.88938846416
1690,212449.9274440033
1691,198886.30577065982
1692,265409.74185300455
1693,189131.31574574066
1694,186000.58887902997
1695,173665.42622473766
1696,263420.25251804804
1697,183704.98031362914
1698,309347.52344527
1699,311995.9381497565
1700,250468.92087826668
1701,268059.1132521569
1702,248843.2503805433
1703,247988.70639143884
1704,278686.60187845165
1705,258943.4891178601
1706,366278.9777474393
1707,204974.3922910262
1708,203328.0421656228
1709,266126.9018149141
1710,236493.72783669177
1711,273642.9643251158
1712,257536.51496019983
1713,255440.61595586943
1714,223747.88497545407
1715,208858.97813436715
1716,183328.8189616769
1717,185169.11319444375
1718,138190.19140552636
1719,206859.14077425818
1720,249503.57100010128
1721,179957.81681508152
1722,121027.7965721339
1723,153627.93738887296
1724,212718.0059322184
1725,238827.64770854753
1726,193773.80276589794
1727,146190.07006816403
1728,190517.4479118979
1729,157027.30312101473
1730,180911.31032513408
1731,108964.3577756919
1732,116980.43184996652
1733,110727.68632244994
1734,107544.83357194043
1735,127314.22123183962
1736,96342.50095028989
1737,322923.78166388185
1738,245663.61349438783
1739,259136.3559237572
1740,199497.79857076076
1741,195103.70700039063
1742,172192.5464804382
1743,182373.35561886616
1744,315552.55272693164
1745,204327.21212731255
1746,229552.58571575442
1747,233035.35313835763
1748,223489.2847965432
1749,138653.00483327662
1750,138173.59583241167
1751,261983.661375385
1752,113204.46899865265
1753,134070.789674412
1754,208021.1150495538
1755,172175.06173761748
1756,125563.20302223903
1757,110648.75365270488
1758,138080.64943494322
1759,166435.78026538016
1760,156466.71854246734
1761,148556.4197379148
1762,168971.67038059817
1763,166193.3611450519
1764,100278.99335724139
1765,176816.59000374656
1766,194163.1262291458
1767,233966.14363242313
1768,137544.89233270264
1769,177386.28104532068
1770,156951.97986416263
1771,110386.90727531584
1772,126501.31878327369
1773,103133.31568590342
1774,145089.2784251417
1775,138286.26030111243
1776,131268.1056904751
1777,93942.83058399009
1778,145081.46918848436
1779,136444.01050792495
1780,184896.2726017062
1781,118346.99103032355
1782,56040.837804028066
1783,135447.04465384246
1784,87922.75821445696
1785,118918.96450234693
1786,140877.1465746935
1787,182179.63653990254
1788,22073.995016208617
1789,109428.68914613873
1790,35433.16456662887
1791,194311.84334116476
1792,162493.4559402475
1793,136409.61242013657
1794,176838.26561487792
1795,130134.47087460826
1796,150132.28709331155
1797,154526.96459357115
1798,105272.35733384779
1799,97360.60714021791
1800,102157.8860593657
1801,97256.41961835558
1802,147728.12504184688
1803,147676.3403269539
1804,128914.6120598584
1805,138093.26952922763
1806,138774.17724277964
1807,148304.35198252695
1808,114285.6788384493
1809,111631.35016853968
1810,145946.47382727778
1811,73909.67663710448
1812,100475.86411787104
1813,119172.47425489523
1814,71362.08885071333
1815,28781.79943622998
1816,101675.50050196401
1817,100859.47343893093
1818,155915.8977334057
1819,134497.5667189972
1820,51676.29934562999
1821,127621.95217075502
1822,147079.78452481306
1823,19268.0052840875
1824,143981.77869488066
1825,140340.01933533256
1826,101066.06369614392
1827,93678.07530491846
1828,145019.48194055492
1829,137526.6364912917
1830,149145.88898401614
1831,168914.0415552163
1832,96652.4510420654
1833,140727.62076984276
1834,129514.15639862767
1835,111759.94175894745
1836,134825.00139311375
1837,88248.35889352276
1838,105449.359928719
1839,93990.26598601742
1840,124012.28085564915
1841,125538.80909810751
1842,75536.37437645392
1843,132841.3045736011
1844,132711.52251881524
1845,132011.61513818474
1846,148629.14385917317
1847,163532.37830302445
1848,14851.089501016075
1849,119990.46945066703
1850,109018.00061376486
1851,165897.0707140239
1852,122428.97634221963
