Id,SalePrice
1461,121754.99130756877
1462,162583.27186829553
1463,184143.3050617006
1464,197353.7253203201
1465,199501.89672692935
1466,168511.3592437823
1467,170117.04410440102
1468,160981.02868238906
1469,187049.35553392014
1470,119254.87569169652
1471,185360.5740010023
1472,95122.01793424797
1473,94815.4691263873
1474,145978.07473849063
1475,105984.46717620126
1476,353459.3573004658
1477,254387.21024513693
1478,288263.9271265104
1479,294884.6863511843
1480,463483.5421697191
1481,337747.54727936693
1482,215644.58059083042
1483,180264.48298895766
1484,162348.55845158562
1485,188534.52898511142
1486,194844.3980721304
1487,337541.46488239255
1488,221988.9835383639
1489,198126.6653735485
1490,241106.09673027846
1491,197489.65601048566
1492,98891.38066325468
1493,168181.0237976377
1494,299802.5383525482
1495,288939.3427887933
1496,226506.41647649842
1497,184307.3794590032
1498,188095.5776313816
1499,162825.81690149783
1500,162750.02534951534
1501,179594.3443114247
1502,146665.69139258968
1503,288018.0740981645
1504,237071.0154675717
1505,224322.10346056003
1506,194487.08096658817
1507,247888.33904254794
1508,206591.0566034811
1509,159752.31829961407
1510,148049.10256077538
1511,166338.89322626434
1512,178752.47358710252
1513,144469.8578597306
1514,162209.76133841713
1515,191221.59492432637
1516,156822.85860064105
1517,170095.84847470708
1518,132923.55218614716
1519,203905.3720711455
1520,130425.20737133174
1521,132146.3201583745
1522,181811.41841652885
1523,113168.29234919352
1524,121360.19878196038
1525,120667.64345515329
1526,112784.37518229992
1527,111559.99586556101
1528,129019.27191512895
1529,151150.69777646253
1530,180112.240918384
1531,115994.11917635234
1532,97803.39529422356
1533,158092.6526605488
1534,117593.04035300986
1535,143238.03942486964
1536,107899.895946389
1537,66240.98784894189
1538,148875.7709455679
1539,190266.1048487693
1540,92089.73379372132
1541,136792.154032385
1542,143624.89180759655
1543,183797.42568506216
1544,91155.62779629373
1545,113452.98248441881
1546,138105.71693455483
1547,135327.87122506593
1548,133735.0966544962
1549,121343.01055113367
1550,136373.24539647272
1551,104652.29667660636
1552,139253.7141008321
1553,143231.10235461267
1554,113295.2098516923
1555,170382.0523861636
1556,80757.74988399012
1557,108611.36837815569
1558,96855.43294168221
1559,62552.59861491688
1560,140539.69786829368
1561,126402.77165496362
1562,132411.8961090804
1563,120810.2981161357
1564,158520.58552170085
1565,147539.44805116957
1566,233775.35168911633
1567,77982.94674858284
1568,248431.46201283394
1569,137452.53800227103
1570,135961.34066611176
1571,119510.28523242619
1572,141169.5694146564
1573,247743.14443969406
1574,130800.10880405498
1575,227171.75696994638
1576,238236.9622267686
1577,181635.63641059858
1578,140612.73100962918
1579,152407.4375915012
1580,191630.82663426705
1581,157673.0531403749
1582,123076.57246928306
1583,295115.85214818915
1584,217253.8514408432
1585,140417.13821085574
1586,71072.95148042857
1587,105084.59577371328
1588,150105.74329411826
1589,100315.26797110606
1590,130713.74626587806
1591,96467.54504622713
1592,112557.35959821391
1593,127389.1041826539
1594,125607.39756784217
1595,113151.23114405712
1596,217212.0639852398
1597,199721.90782683674
1598,225278.89706025342
1599,170034.5509116009
1600,165004.71696546784
1601,71886.77614676607
1602,116323.01954276602
1603,67861.75709691698
1604,268956.2488427565
1605,235678.12472496863
1606,164865.3054970159
1607,176225.0753744135
1608,223475.1622370006
1609,179599.4567344691
1610,155199.40297589882
1611,145139.13257286366
1612,176524.9092541065
1613,165388.93637510735
1614,117417.28231008038
1615,89175.57326167097
1616,78072.7574116901
1617,90083.19227637787
1618,128574.28974144341
1619,137708.2351679262
1620,168102.9958336522
1621,137432.705397716
1622,139422.73804154646
1623,254078.60575641092
1624,222881.07307450208
1625,113420.40030697797
1626,171288.17873225152
1627,190757.24299113234
1628,267830.36105287255
1629,174489.51030205993
1630,348379.96165110526
1631,237874.59422342328
1632,252636.31988552943
1633,166312.53027044254
1634,185200.2390392245
1635,176660.1317866369
1636,149146.5861675801
1637,208030.36284400825
1638,189244.08565656678
1639,182821.67410425615
1640,245020.6175625329
1641,177701.26626209597
1642,248900.04232093986
1643,225287.2427523487
1644,228625.94074270135
1645,205991.4167776794
1646,158937.27100561038
1647,148901.84256572154
1648,128761.79198519405
1649,140692.3319222796
1650,110565.1675355322
1651,117392.03242921832
1652,98359.24668578884
1653,100030.3617640169
1654,144016.37863609835
1655,131670.00636017296
1656,143693.61434963922
1657,150387.49098856575
1658,150752.00256183677
1659,112182.50477204465
1660,156938.7745104403
1661,443124.3654229648
1662,367121.2644263539
1663,365464.7116989325
1664,576776.8066937979
1665,289796.00172933616
1666,311788.8112520904
1667,377135.62456987676
